#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Aug 31 14:15:56 EDT 2020,48,48,Assignment1Suite,EmptyFullTest0+ EmptyFullTest1+ EmptyFullTest3+ EmptyFullTest4+ EmptyFullTest5+ EmptyFullTest6+ PeekTest0+ PeekTest1+ PeekTest2+ PeekTest4+ PopTest1+ PopTest2+ SizeTest0+ , ,EmptyFullTest2- EmptyFullTest7- InsertTest0- InsertTest1- InsertTest2- InsertTest3- PeekTest3- PopTest0- PopTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- SizeTest5- , ,
1,Mon Aug 31 14:17:53 EDT 2020,48,0,EmptyFullTestSuite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 PeekTest0 PeekTest1 PeekTest2 PeekTest4 PopTest1 PopTest2 SizeTest0 , ,EmptyFullTest2 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
2,Mon Aug 31 14:25:55 EDT 2020,48,0,InsertTestSuite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 PeekTest0 PeekTest1 PeekTest2 PeekTest4 PopTest1 PopTest2 SizeTest0 , ,EmptyFullTest2 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
3,Mon Aug 31 14:25:59 EDT 2020,48,0,PeekTestSuite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 PeekTest0 PeekTest1 PeekTest2 PeekTest4 PopTest1 PopTest2 SizeTest0 , ,EmptyFullTest2 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
4,Mon Aug 31 14:30:40 EDT 2020,59,11,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2+ EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7+ PeekTest0 PeekTest1 PeekTest2 PeekTest3+ PeekTest4 PopTest1 PopTest2 SizeTest0 , ,InsertTest0 InsertTest1 InsertTest2 InsertTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
5,Mon Aug 31 14:34:51 EDT 2020,59,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 PeekTest0 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest1 PopTest2 SizeTest0 , ,InsertTest0 InsertTest1 InsertTest2 InsertTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
6,Mon Aug 31 14:37:48 EDT 2020,59,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 PeekTest0 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest1 PopTest2 SizeTest0 , ,InsertTest0 InsertTest1 InsertTest2 InsertTest3 PopTest0 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
7,Mon Aug 31 14:40:14 EDT 2020,51,-8,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest2 SizeTest0 , ,InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0- PopTest0 PopTest1- PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
8,Mon Aug 31 14:40:53 EDT 2020,14,-37,Assignment1Suite,EmptyFullTest0 PeekTest2 PopTest2 SizeTest0 , ,EmptyFullTest1- EmptyFullTest2- EmptyFullTest3- EmptyFullTest4- EmptyFullTest5- EmptyFullTest6- EmptyFullTest7- InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1- PeekTest3- PeekTest4- PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
9,Mon Aug 31 14:41:55 EDT 2020,55,41,Assignment1Suite,EmptyFullTest0 EmptyFullTest1+ EmptyFullTest2+ EmptyFullTest3+ EmptyFullTest4+ EmptyFullTest5+ EmptyFullTest6+ EmptyFullTest7+ PeekTest0+ PeekTest1+ PeekTest2 PeekTest3+ PeekTest4+ PopTest2 SizeTest0 , ,InsertTest0 InsertTest1 InsertTest2 InsertTest3 PopTest0 PopTest1 PopTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , ,
