#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Oct 10 15:54:30 EDT 2020,92,92,Assignment3Suite,ExtendTest0+ ExtendTest1+ ExtendTest2+ ExtendTest3+ ExtendTest4+ GetTest0+ GetTest1+ GetTest2+ KeysTest0+ KeysTest1+ KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0+ LambdaTest1+ LambdaTest2+ LambdaTest3+ LambdaTest4+ MinMaxTest0+ MinMaxTest1+ MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ , ,SizeTest0- SizeTest1- SizeTest2- , ,
1,Sat Oct 10 15:54:34 EDT 2020,92,0,SizeTestSuite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,SizeTest0 SizeTest1 SizeTest2 , ,
2,Sat Oct 10 15:54:35 EDT 2020,92,0,SizeTestSuite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,SizeTest0 SizeTest1 SizeTest2 , ,
3,Sat Oct 10 15:54:42 EDT 2020,92,0,SizeTestSuite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,SizeTest0 SizeTest1 SizeTest2 , ,
4,Sat Oct 10 15:57:32 EDT 2020,17,-75,Assignment3Suite,ExtendTest0 GetTest0 KeysTest0 KeysTest1 MinMaxTest0 MinMaxTest1 SizeTest0+ , ,ExtendTest1- ExtendTest2- ExtendTest3- ExtendTest4- GetTest1- GetTest2- KeysTest2- KeysTest3- KeysTest4- KeysTest5- KeysTest6- LambdaTest0- LambdaTest1- LambdaTest2- LambdaTest3- LambdaTest4- MinMaxTest2- MinMaxTest3- MinMaxTest4- MinMaxTest5- MinMaxTest6- MinMaxTest7- PutTest0- PutTest1- PutTest2- PutTest3- PutTest4- PutTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest1 SizeTest2 , ,
5,Sat Oct 10 15:57:38 EDT 2020,17,0,RemoveTestSuite,ExtendTest0 GetTest0 KeysTest0 KeysTest1 MinMaxTest0 MinMaxTest1 SizeTest0 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest1 GetTest2 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 , ,
6,Sat Oct 10 15:59:24 EDT 2020,92,75,Assignment3Suite,ExtendTest0 ExtendTest1+ ExtendTest2+ ExtendTest3+ ExtendTest4+ GetTest0 GetTest1+ GetTest2+ KeysTest0 KeysTest1 KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0+ LambdaTest1+ LambdaTest2+ LambdaTest3+ LambdaTest4+ MinMaxTest0 MinMaxTest1 MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest2+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ , ,SizeTest0- SizeTest1 SizeTest2 , ,
7,Sat Oct 10 16:01:38 EDT 2020,100,8,Assignment3Suite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0+ SizeTest1+ SizeTest2+ , , , ,
8,Sat Oct 10 16:04:19 EDT 2020,100,0,Assignment3Suite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , , , ,
9,Sat Oct 10 16:15:01 EDT 2020,100,0,Assignment3Suite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , , , ,
